Site.Code,Site,Sampling.Time,Unique.ID,Plot.ID,Leaf.PercN,Leaf.PercC,Leaf.CHN.Moldy,Shoots.Zmarina.per.m2,Mean.Sheath.Width.cm.,Mean.Shealth.Length.cm.,Mean.Longest.Leaft.Length.cm.,,Epibiota.Periphyton,Epibiota.Macroalgae,Epibiota.MobileInvertebrate,Epibiota.Seagrass,Epibiota.SessileInvertebrate,Epibiota.SD.Periphyton,Epibiota.SD.SessileInvertebrate,Epibiota.SD.Macroalgae,Epibiota.SD.TotalEpibiota,Std.Total.Abund.Mesograzers,Std.Total.Abund.Molluscs,Std.Total.Abund.Crustaceans,Std.Total.Abund.Amphipods,Std.Abund.Gammarids,Std.Abund.Caprellids,Std.Abund.Isopods,Std.Abund.Gastropods,Std.Abund.Polychaetes,Plot.Grazer.Richness,Std.Total.Biomass.Mesograzers,Std.Total.Biomass.Molluscs,Std.Total.Biomass.Crustaceans,Std.Total.Biomass.Amphipods,Std.Biomass.Gammarids,Std.Biomass.Caprellids,Std.Biomass.Isopods,Std.Biomass.Gastropods,Std.Biomass.Polychaetes,Mean.Above.Zmarina.g,Mean.Above.OtherSeagrass.g,Mean.Above.Total.macrophytes.core.g,Mean.Below.Zmarina.g,Mean.Below.OtherSeagrass.g,Mean.Total.Below.macrophytes.core.g,Mean.Macroalgae.g,Mean.Total.Seagrass.Biomass.Above,Mean.Total.Seagrass.Biomass.Below,TOTAL.Seagrass.Biomass,TOTAL.Macrophyte.Biomass,Macroalgae,Pdn.Amphipod,Pdn.Caprellid,Pdn.Gastropod,Pdn.Isopod,Pdn.Lettuce,Pdn.Shrimp,Pdn.Squid,Pdn.Crustacean
FI,FI.B,1,FI.B.1.14,14,2.093384981,39.28447342,N,891.2655971,0.33,7.68,35.08,,0.0048,0,0,0.3881,0,0.012367946,0,0,0.012367946,8.400714061,8.400714061,0,0,0,0,0,8.400714061,0,2,11.01858658,11.01858658,0,0,0,0,0,11.01858658,0,72.5,12.5,85,87,0,87,0,85,87,159.5,172,1.67749,0,NA,0,0,0,NA,0,0
FI,FI.B,1,FI.B.1.15,15,1.845888138,39.96976852,N,509.2946269,0.36,6.64,31.48,,0.0034,0,0,0.5368,0,0.00633383,0,0,0.00633383,14.47513172,14.47513172,0,0,0,0,0,14.47513172,0,2,17.27404319,17.27404319,0,0,0,0,0,17.27404319,0,36,0,36,59,0,59,0,36,59,95,95,0,0,NA,0,0,0,NA,0,0
FI,FI.B,1,FI.B.1.16,16,1.848215103,40.48768997,N,477.4637128,0.34,6.14,27.42,,0.0025,0,0,0.3764,0,0.00664187,0,0,0.00664187,30.35477139,27.19281604,3.161955353,2.529564283,2.529564283,0,0.632391071,27.19281604,0,5,36.01024474,29.98861696,6.021627775,2.349332827,2.349332827,0,3.672294947,29.98861696,0,44,5,49,75,0,75,0,49,75,119,124,7.97364,0,NA,0,0,0,NA,0,0
FI,FI.B,1,FI.B.1.17,17,1.991808295,39.10956192,N,381.9709702,0.34,6.02,31.04,,0.0048,0,0,0.451,0,0.010643016,0,0,0.010643016,6.023290055,4.015526703,2.007763352,0.669254451,0.669254451,0,1.338508901,4.015526703,0,4,9.368223799,3.700977111,5.667246687,0.241600857,0.241600857,0,5.425645831,3.700977111,0,49,28,77,74,0,74,0,77,74,123,151,25.16234,1,NA,0,0,0,NA,0,0.5
FI,FI.B,1,FI.B.1.18,18,2.278273344,39.88407516,N,541.1255411,0.32,6.44,31.16,,0.0098,0,0,0.4008,0,0.024451098,0,0,0.024451098,7.485430145,5.8814094,1.604020745,0.534673582,0.534673582,0,1.069347164,5.8814094,0,5,17.4095065,9.970058279,7.439448217,3.104849489,3.104849489,0,4.334598727,9.970058279,0,93,6,99,110,0,110,0,99,110,203,209,27.24726,0,NA,0,1,0,NA,0,0.5
FI,FI.B,1,FI.B.1.19,19,2.168277502,40.42607117,N,127.3236567,0.31,6.42,30.94,,0.0125,0,0,0.4057,0,0.030810944,0,0,0.030810944,9.923916639,8.420292906,1.503623733,0,0,0,1.503623733,8.420292906,0,4,19.89203982,13.68748684,6.204552973,0,0,0,6.204552973,13.68748684,0,66,0,66,99,0,99,0,66,99,165,165,0,0,NA,0,0,0,NA,0,0
FI,FI.B,1,FI.B.1.20,20,2.246493101,40.10969543,N,159.1545709,0.41,8.34,39.92,,0.009,0,0,0.7557,0,0.011909488,0,0,0.011909488,16.49287082,14.89678655,1.596084273,0.532028091,0.532028091,0,1.064056182,14.89678655,0,5,12.01213024,6.475313897,5.536816344,1.223664609,1.223664609,0,4.313151734,6.475313897,0,39.5,9.5,49,61.5,0,61.5,0,49,61.5,101,110.5,24.41431,0,NA,0,0,0,NA,0,0
FR,FR.A,1,FR.A.1.1,1,1.599835277,36.04765701,N,95.49274255,0.57,8.66,45.45,,0.115884,0.0096,0,2.1306,0.0105,0.054390313,0.004928189,0.004505773,0.063824275,1.170901427,0.334543265,0.836358162,0.167271632,0.167271632,0,0,0.334543265,0,4,1.126741716,0.893899604,0.232842112,0.064232307,0.064232307,0,0,0.893899604,0,66,0,273,152,0,152,207,66,152,425,425,207.58,1,NA,0,NA,1,NA,0,1
FR,FR.A,1,FR.A.1.2,2,1.660435796,33.94086456,N,127.3236567,0.56,4.5,69.18,,0.145304,0.0201,0,5.3347,0.0215,0.02723752,0.004030217,0.003767785,0.035035522,1.267895821,0.845263881,0.42263194,0.21131597,0.21131597,0,0.105657985,0.845263881,0,6,2.785144487,2.641132654,0.144011834,0.030218184,0.030218184,0,0.096254424,2.641132654,0,256.5,82.5,568.5,152,0,152,229.5,339,152,638,720.5,308.21,1,NA,0,NA,1,NA,0,1
FR,FR.A,1,FR.A.1.3,3,1.491494894,36.47346497,N,95.49274255,0.46,4.24,41.03,,0.081808,0,0,1.9986,0.0152,0.040932653,0.007605324,0,0.048537977,7.147962831,5.458444343,1.689518487,1.039703684,0.779777763,0.259925921,0.649814803,5.458444343,0,9,13.97569693,12.15504581,1.820651114,0.939112353,0.819416466,0.119695887,0.881538761,12.15504581,0,99.5,47,480,349.5,0,349.5,333.5,146.5,349.5,782.5,829.5,244.12,1,NA,0,NA,0,NA,1,1
FR,FR.A,1,FR.A.1.4,4,1.15861547,37.88939285,N,95.49274255,0.59,7.38,45.28,,0.111052,0,0,1.7951,0,0.061863963,0,0,0.061863963,0.661521499,0.441014333,0.220507166,0,0,0,0.220507166,0.441014333,0,2,5.354134509,2.121719956,3.232414553,0,0,0,3.232414553,2.121719956,0,246.5,0,702,321,0,321,455.5,246.5,321,1023,1023,522.59,1,NA,0,NA,1,NA,0,1
FR,FR.A,1,FR.A.1.5,5,1.410125136,37.05935669,N,31.83091418,0.7,8.66,46.76,,0.042508,0,0,2.3502,0,0.018086971,0,0,0.018086971,1.24000248,1.24000248,0,0,0,0,0,1.24000248,0,2,5.965651931,5.965651931,0,0,0,0,0,5.965651931,0,65,14,256.5,307.5,0,307.5,177.5,79,307.5,550,564,263.09,1,NA,0,NA,0,NA,0,1
FR,FR.A,1,FR.A.1.6,6,1.323166728,34.96238327,N,127.3236567,0.5,5.9,32.26,,0.041908,0.0029,0,1.1299,0,0.037090008,0,0.002566599,0.039656607,0.966706624,0.966706624,0,0,0,0,0,0.966706624,0,2,2.456014849,2.456014849,0,0,0,0,0,2.456014849,0,98.5,46,323.5,330.5,0,330.5,179,144.5,330.5,608,654,207.9,1,NA,0,NA,0,NA,0,1
FR,FR.A,1,FR.A.1.7,7,1.248293042,34.80814362,N,NA,0.63,8.94,47.61,,0.12813,0,0,2.4616,0.0062,0.052051511,0.002518687,0,0.054570198,1.081022647,0.540511324,0.540511324,0,0,0,0.540511324,0.540511324,0,2,4.582995514,1.444246257,3.138749257,0,0,0,3.138749257,1.444246257,0,96,0,526,129,0,129,430,96,129,655,655,415.33,1,NA,0,NA,0,NA,0,1
FR,FR.A,1,FR.A.1.8,8,1.32498312,34.79667282,N,127.3236567,0.57,5.64,54.75,,0.08237,0,0,2.5182,0.0445,0.032709872,0.017671353,0,0.050381225,1.448766353,0.921942225,0.526824129,0.351216086,0.351216086,0,0.131706032,0.921942225,0,8,3.964834489,3.688076214,0.276758276,0.0895162,0.0895162,0,0.180964088,3.688076214,0,118,19.5,484.5,166,0,166,347,137.5,166,631,650.5,335.09,1,NA,0,NA,0,NA,1,1
FR,FR.A,1,FR.A.1.9,9,1.352689743,33.44398499,N,NA,0.61,7.46,50.14,,0.075186,0,0,1.7176,0,0.043773871,0,0,0.043773871,3.61969112,1.856251856,1.763439263,1.392188892,1.206563707,0.185625186,0.371250371,1.856251856,0,10,5.471952034,4.145288833,1.326663202,0.327257202,0.241776804,0.085480398,0.999405999,4.145288833,0,75,25,317.5,394.5,0,394.5,217.5,100,394.5,687,712,119.27,1,NA,0,NA,0,NA,1,1
FR,FR.A,1,FR.A.1.10,10,1.656726003,37.72658539,N,159.1545709,0.55,7.92,39.59,,0.050498,0.0018,0,2.1058,0.005,0.023980435,0.002374395,0.000854782,0.027209612,3.115347044,1.742482245,1.372864799,1.108852338,0.897642369,0.211209969,0.052802492,1.742482245,0,11,5.483697231,4.87013227,0.61356496,0.461916202,0.412387465,0.049528738,0.121445732,4.87013227,0,167.5,131,559,246,0,246,260.5,298.5,246,674,805,164.97,0,NA,0,NA,0,NA,1,0
FR,FR.A,1,FR.A.1.11,11,1.688147187,37.99116898,N,63.66182837,0.54,5.18,42.35,,0.05374,0,0,1.2302,0,0.043683954,0,0,0.043683954,1.748048013,0.776910228,0.971137785,0.291341336,0.194227557,0.097113779,0.388455114,0.776910228,0,8,2.081925184,1.633647982,0.448277202,0.06477489,0.048945344,0.015829546,0.339606883,1.633647982,0,110,5.5,545.5,335,0,335,430,115.5,335,875,880.5,551.82,1,NA,0,NA,1,NA,0,1
FR,FR.A,1,FR.A.1.12,12,1.16529572,37.11717987,N,63.66182837,0.45,6.4,36.16,,0.05812,0.0019,0,1.1464,0,0.050697837,0,0.001657362,0.052355199,3.690806682,1.12328899,2.407047836,0.802349279,0.802349279,0,1.604698557,1.12328899,0.160469856,7,12.84946323,2.737455269,8.221673059,1.053484603,1.053484603,0,7.168188456,2.737455269,1.890334901,136,15,569,352,0,352,418,151,352,906,921,474.56,1,NA,0,NA,0,NA,0,1
FR,FR.A,1,FR.A.1.13,13,1.542356133,36.21159363,N,95.49274255,0.45,5.42,32.23,,0.04977,0.0033,0,0.6848,0.0148,0.072678154,0.02161215,0.004818925,0.099109229,0.254258835,0.127129418,0.127129418,0,0,0,0.127129418,0.127129418,0,2,0.868802441,0.130561912,0.738240529,0,0,0,0.738240529,0.130561912,0,94.5,14.5,422.5,290,0,290,313.5,109,290,698,712.5,494.28,1,NA,0,NA,1,NA,0,1
FR,FR.A,1,FR.A.1.14,14,1.28968811,36.22473907,N,63.66182837,0.5,8.92,39.74,,0.041228,0.132,0,2.4521,0.0187,0.016813344,0.007626116,0.05383141,0.07827087,2.169704253,1.919353762,0.250350491,0.083450164,0.083450164,0,0.166900327,1.919353762,0,6,5.833667134,5.373773283,0.459893851,0.076023099,0.076023099,0,0.383870752,5.373773283,0,84,119.5,512.5,364.5,0,364.5,309,203.5,364.5,757.5,877,193.27,1,NA,0,NA,0,NA,1,1
FR,FR.A,1,FR.A.1.15,15,1.409307718,35.45218277,N,127.3236567,0.65,8.18,36.77,,0.045218,0.0052,0,1.9092,0.036,0.023684266,0.018856065,0.002723654,0.045263985,3.916789973,3.69919053,0.217599443,0,0,0,0.217599443,3.69919053,0,5,12.67647315,12.17599443,0.500478719,0,0,0,0.500478719,12.17599443,0,409.5,0,599,389,0,389,189.5,409.5,389,988,988,134.71,1,NA,0,NA,0,NA,1,1
FR,FR.A,1,FR.A.1.16,16,1.261991858,38.11266708,N,31.83091418,0.58,7.58,32.99,,0.050916,0,0,1.4115,0,0.036072264,0,0,0.036072264,1.032052605,0.958334562,0,0,0,0,0,0.958334562,0.073718043,5,3.838056203,3.680520744,0.00339103,0.00339103,0.00339103,0,0,3.680520744,0.154144428,65,61.5,304,435.5,0,435.5,177.5,126.5,435.5,678,739.5,281.01,1,NA,0,NA,1,NA,0,1
FR,FR.A,1,FR.A.1.17,17,1.668373823,36.68051529,N,NA,0.47,4.92,35.44,,0.046288,0.0136,0,1.1068,0.0267,0.041821467,0.0241236,0.012287676,0.078232743,3.414106087,2.914480806,0.416354401,0.16654176,0.16654176,0,0.249812641,2.914480806,0.08327088,8,9.408443667,7.87226247,1.362061787,0.495461737,0.495461737,0,0.86660005,7.87226247,0.17411941,58.5,70.5,485.5,362.5,0,362.5,356.5,129,362.5,777.5,848,134.13,1,NA,0,NA,NA,NA,0,1
FR,FR.A,1,FR.A.1.18,18,1.234987974,35.99403,N,127.3236567,0.56,6.94,31.54,,0.040034,0,0,1.4311,0,0.027974286,0,0,0.027974286,0.478114317,0.159371439,0.318742878,0,0,0,0.318742878,0.159371439,0,2,1.53825313,0.244396102,1.293857028,0.001832772,0.001832772,0,1.292024256,0.244396102,0,66,7.5,496.5,238.5,0,238.5,423,73.5,238.5,727.5,735,376.19,1,NA,0,NA,NA,NA,0,1
FR,FR.A,1,FR.A.1.19,19,1.558453441,37.11727142,N,NA,0.49,9.74,44.62,,0.041688,0.021,0,1.9334,0.0201,0.021562015,0.010396193,0.010861694,0.042819903,0.557376318,0.334425791,0.222950527,0.055737632,0.055737632,0,0.167212895,0.334425791,0,4,2.317180568,1.60892248,0.708258088,0.128196553,0.128196553,0,0.580061534,1.60892248,0,46.5,4.5,381.5,317,0,317,330.5,51,317,694,698.5,367.43,1,NA,0,NA,0,NA,1,1
FR,FR.A,1,FR.A.1.20,20,1.298199892,35.39353561,N,63.66182837,0.42,4.66,37.46,,0.038044,0,0,0.7531,0.0146,0.050516532,0.019386536,0,0.069903067,3.348753711,2.41662639,0.897604088,0.794034385,0.759511151,0.034523234,0.103569702,2.41662639,0.034523234,10,6.48025271,5.29109991,1.017813989,0.875509218,0.869881931,0.005627287,0.142304771,5.29109991,0.171338811,160.5,13,269.5,333.5,0,333.5,96,173.5,333.5,590,603,217.57,1,NA,0,NA,0,NA,1,1
FR,FR.B,1,FR.B.1.1,1,2.330793142,33.25944519,N,541.1255411,0.39,13,111.2,,0.072254,0,0,4.0502,0,0.017839613,0,0,0.017839613,0.319698205,0.159849102,0.159849102,0,0,0,0.159849102,0.159849102,0,2,3.817676114,2.889432376,0.928243738,0,0,0,0.928243738,2.889432376,0,353.5,0,353.5,140,0,140,0,353.5,140,493.5,493.5,0,1,NA,1,NA,0,NA,0,1
FR,FR.B,1,FR.B.1.2,2,2.396148682,35.17607117,N,732.1110262,0.36,7.05,97.7,,0.059824,0,0,2.1758,0,0.027495174,0,0,0.027495174,0.181204284,0.120802856,0.060401428,0,0,0,0.060401428,0.120802856,0,2,2.238658122,2.183632421,0.055025701,0,0,0,0.055025701,2.183632421,0,422.5,13.5,436,86,0,86,0,436,86,508.5,522,0,0,NA,1,NA,0,NA,0,0
FR,FR.B,1,FR.B.1.3,3,2.254436731,35.8110199,N,159.1545709,0.38,7.96,99.66,,0.0648,0,0,2.7666,0,0.023422251,0,0,0.023422251,1.280081925,0.533367469,0,0,0,0,0,0.533367469,0.746714456,3,11.3087771,9.641150367,0,0,0,0,0,9.641150367,1.667626728,66,11.5,77.5,101,0,101,0,77.5,101,167,178.5,0,1,NA,0,NA,0,NA,0,1
FR,FR.B,1,FR.B.1.4,4,1.910284758,35.02437973,N,31.83091418,0.38,11.88,114.9,,0.055284,0,0,3.2901,0,0.016803137,0,0,0.016803137,0.465116279,0.169133192,0.253699789,0.084566596,0.084566596,0,0.169133192,0.169133192,0.042283298,7,2.99243129,2.586807611,0.368372093,0.053784355,0.053784355,0,0.314587738,2.586807611,0.037251586,54,16,70,147.5,0,147.5,0,70,147.5,201.5,217.5,0,1,NA,1,NA,0,NA,0,1
FR,FR.B,1,FR.B.1.5,5,1.941521764,34.25454712,N,127.3236567,0.4,7.5,106.66,,0.058234,0,0,4.234,0,0.013753897,0,0,0.013753897,0.246820642,0.246820642,0,0,0,0,0,0.246820642,0,2,4.461529918,4.461529918,0,0,0,0,0,4.461529918,0,168,112,280,111.5,0,111.5,0,280,111.5,279.5,391.5,0,1,NA,0,NA,0,NA,0,1
FR,FR.B,1,FR.B.1.6,6,2.265226603,34.61709976,N,159.1545709,0.51,6.64,93.88,,0.06276,0,0,3.7586,0,0.016697707,0,0,0.016697707,0.728618685,0.437171211,0.291447474,0.291447474,0.291447474,0,0,0.437171211,0,4,8.772714687,7.902306807,0.870407881,0.870407881,0.870407881,0,0,7.902306807,0,137,140.5,277.5,136.5,0,136.5,0,277.5,136.5,273.5,414,0,0,NA,0,NA,1,NA,0,0
FR,FR.B,1,FR.B.1.7,7,2.056647778,34.41559219,N,222.8163993,0.4,5.1625,79.45,,0.051378,0,0,2.893,0,0.017759419,0,0,0.017759419,0.558258976,0.372172651,0.186086325,0,0,0,0.093043163,0.372172651,0,4,6.974980694,6.727392838,0.247587856,0,0,0,0.033588582,6.727392838,0,86,338.5,424.5,298,0,298,0,424.5,298,384,722.5,0,0,NA,0,NA,0,NA,0,0
FR,FR.B,1,FR.B.1.8,8,2.430429697,37.46700287,N,63.66182837,0.4,7.77,65.59,,0.062518,0,0,1.6279,0,0.038404079,0,0,0.038404079,0.664655657,0.511273582,0.153382075,0.102254716,0.102254716,0,0.051127358,0.511273582,0,7,8.685924638,8.503297715,0.182626924,0.065034,0.065034,0,0.117592924,8.503297715,0,161.5,116.5,278,84.5,0,84.5,0,278,84.5,246,362.5,0,1,NA,0,NA,0,NA,0,1
FR,FR.B,1,FR.B.1.9,9,1.894167662,33.49181747,N,31.83091418,0.44,11.2,104.61,,0.069338,0,0,2.4613,0,0.028171292,0,0,0.028171292,0.665376575,0.55448048,0.110896096,0,0,0,0.110896096,0.55448048,0,5,10.39528913,10.02278915,0.372499986,0,0,0,0.372499986,10.02278915,0,69,0,69,126,0,126,0,69,126,195,195,0,1,NA,0,NA,0,NA,0,1
FR,FR.B,1,FR.B.1.10,10,1.591887116,33.70107269,N,318.3091418,0.58,18,87.2,,0.038076,0,0,4.4221,0,0.008610389,0,0,0.008610389,0.631715567,0.516858191,0.114857376,0.057428688,0.057428688,0,0.057428688,0.516858191,0,5,8.967949049,8.703777085,0.264171964,0.132085982,0.132085982,0,0.132085982,8.703777085,0,290,0,290,88,0,88,0,290,88,378,378,0,0,NA,1,NA,0,NA,1,0
FR,FR.B,1,FR.B.1.11,11,1.659426332,33.07052231,N,254.6473135,0.46,8.92,95.1,,0.06131,0,0,2.4595,0,0.024927831,0,0,0.024927831,0.66645007,0.333225035,0.208265647,0.041653129,0.041653129,0,0.124959388,0.333225035,0.124959388,7,6.449237331,6.023375736,0.389165188,0.095802198,0.095802198,0,0.197560793,6.023375736,0.036696407,119.5,6,125.5,215,0,215,0,125.5,215,334.5,340.5,0,1,NA,0,NA,0,NA,0,1
FR,FR.B,1,FR.B.1.12,12,2.07376194,34.60557175,N,318.3091418,0.41,8.94,100.1,,0.064828,0,0,4.0877,0,0.015859285,0,0,0.015859285,0.712308694,0.508791924,0.20351677,0.20351677,0.20351677,0,0,0.508791924,0,6,7.956182839,7.629436666,0.326746174,0.326746174,0.326746174,0,0,7.629436666,0,192.5,9,201.5,127.5,0,127.5,0,201.5,127.5,320,329,0,1,NA,0,NA,0,NA,0,1
FR,FR.B,1,FR.B.1.13,13,1.748668551,32.79115677,N,732.1110262,0.41,13.48,86.48,,0.051732,0,0,2.8564,0,0.018110909,0,0,0.018110909,1.077412056,0.837987155,0.239424901,0.059856225,0.059856225,0,0.179568676,0.837987155,0,9,14.23123657,13.14957472,1.081661848,0.054529021,0.054529021,0,1.027132827,13.14957472,0,412.5,153,565.5,321,0,321,0,565.5,321,733.5,886.5,0,0,NA,0,NA,0,NA,1,0
FR,FR.B,1,FR.B.1.14,14,1.899261594,34.15489578,N,381.9709702,0.42,6.93,97.83,,0.070148,0,0,3.8829,0,0.018065879,0,0,0.018065879,0.985237853,0.492618926,0.492618926,0.273677181,0.273677181,0,0.218941745,0.492618926,0,6,8.515520233,7.686606786,0.828913447,0.401374954,0.401374954,0,0.427538493,7.686606786,0,336,184,520,138,0,138,0,520,138,474,658,0,0,NA,0,NA,0,NA,0,0
FR,FR.B,1,FR.B.1.15,15,1.757079363,33.06391144,N,318.3091418,0.43,7.06,90.96,,0.092548,0,0,5.2286,0,0.01770034,0,0,0.01770034,0.753886284,0.640803341,0.113082943,0.075388628,0.075388628,0,0.037694314,0.640803341,0,8,9.233486121,8.841201393,0.392284728,0.173393845,0.173393845,0,0.218890882,8.841201393,0,341.5,334,675.5,234,0,234,0,675.5,234,575.5,909.5,0,1,NA,0,NA,0,NA,1,1
FR,FR.B,1,FR.B.1.16,16,2.089444637,34.66852188,N,445.6327986,0.41,7.49,93.5,,0.053744,0,0,1.8855,0,0.028503845,0,0,0.028503845,0.200829426,0.200829426,0,0,0,0,0,0.200829426,0,2,2.08340446,2.08340446,0,0,0,0,0,2.08340446,0,276.5,74.5,351,333,0,333,0,351,333,609.5,684,0,0,NA,0,NA,0,NA,0,0
FR,FR.B,1,FR.B.1.17,17,2.116899014,33.72548294,N,509.2946269,0.4,12.96,98.2,,0.050732,0,0,4.5587,0,0.011128611,0,0,0.011128611,0.838973097,0.652534631,0.186438466,0.093219233,0.093219233,0,0.093219233,0.652534631,0,6,11.81069038,10.35926692,1.451423458,0.084922721,0.084922721,0,1.366500736,10.35926692,0,314.5,100,414.5,175,0,175,0,414.5,175,489.5,589.5,0,0,NA,1,NA,0,NA,1,0
FR,FR.B,1,FR.B.1.18,18,1.781169176,34.28570938,N,318.3091418,0.49,8.62,90.76,,0.0961356,0,0,3.5367,0,0.027182289,0,0,0.027182289,0.250349237,0.150209542,0.050069847,0.050069847,0.050069847,0,0,0.150209542,0.050069847,5,2.221448921,2.158110564,0.019226821,0.019226821,0.019226821,0,0,2.158110564,0.044111536,148.5,75,223.5,210.5,0,210.5,0,223.5,210.5,359,434,0,0,NA,0,NA,0,NA,1,0
FR,FR.B,1,FR.B.1.19,19,2.244756222,34.4582634,N,190.9854851,0.48,6.28,98.612,,0.0448,0,0,5.1933,0,0.0086265,0,0,0.0086265,0.394840748,0.263227165,0.131613583,0,0,0,0.065806791,0.263227165,0,5,5.140234272,4.758094235,0.382140037,0,0,0,0,4.758094235,0,152,202,354,111.5,0,111.5,0,354,111.5,263.5,465.5,0,1,NA,0,NA,0,NA,0,1
FR,FR.B,1,FR.B.1.20,20,1.844650507,33.20141983,N,541.1255411,0.36,12.06,87.76,,0.082006,0,0,3.0517,0,0.026872235,0,0,0.026872235,1.105746194,0.829309646,0.276436549,0.092145516,0.092145516,0,0.184291032,0.829309646,0,6,14.20699569,13.57119163,0.635804062,0.211934687,0.211934687,0,0.423869375,13.57119163,0,413,136,549,181.5,0,181.5,0,549,181.5,594.5,730.5,0,0,NA,0,NA,0,NA,0,0
IR,IR.A,1,IR.A.1.1,1,2.888656139,35.13706207,N,477.4637128,0.23,2.72,9.64,,0.0275,0,0,0.2127,0,0.12929008,0,0,0.12929008,235.5299424,225.5073916,10.02255074,0,0,0,10.02255074,225.5073916,0,2,59.58907542,53.76096216,5.828113255,0,0,0,5.828113255,53.76096216,0,6,14,20,2.84,15,17.84,0,20,17.84,23.84,37.84,11.3642,1,NA,0,NA,0,NA,0,1
IR,IR.A,1,IR.A.1.2,2,2.409861565,36.03650284,N,923.0965113,0.21,3.1,11.41,,0.035,0,0,0.3414,0,0.102519039,0,0,0.102519039,69.79695431,63.45177665,6.345177665,0,0,0,6.345177665,63.45177665,0,3,72.29060914,66.51015228,5.780456853,0,0,0,5.780456853,66.51015228,0,14.5,5,19.5,4.5,15.5,20,0,19.5,20,34.5,39.5,NA,1,NA,0,NA,0,NA,0,1
IR,IR.A,1,IR.A.1.3,3,2.383847237,34.4695015,N,318.3091418,0.21,2.98,10.09,,0.0244,0,0,0.1973,0,0.123669539,0,0,0.123669539,44.01408451,38.98390342,5.030181087,0,0,0,5.030181087,38.98390342,0,3,14.70573441,10.81488934,3.89084507,0,0,0,3.89084507,10.81488934,0,11,11.5,22.5,4.5,26.5,31,0,22.5,31,42,53.5,NA,0,NA,0,NA,0,NA,0,0
IR,IR.A,1,IR.A.1.4,4,2.348825216,31.71046829,N,1464.222052,0.2,2.66,12.35,,0.0213,0,0,0.2085,0,0.102158273,0,0,0.102158273,42.18296863,42.18296863,0,0,0,0,0,42.18296863,0,2,36.44608489,36.44608489,0,0,0,0,0,36.44608489,0,19.5,11,30.5,5,28,33,0,30.5,33,52.5,63.5,4.3576,0,NA,0,NA,0,NA,0,0
IR,IR.A,1,IR.A.1.5,5,2.445596218,35.09710312,N,509.2946269,0.22,3.4,12.6,,0.0236,0,0,0.2306,0,0.102341717,0,0,0.102341717,104.1666667,104.1666667,0,0,0,0,0,104.1666667,0,1,22.16145833,22.16145833,0,0,0,0,0,22.16145833,0,17,27.5,44.5,76,44.5,120.5,0,44.5,120.5,137.5,165,10.1102,1,NA,0,NA,0,NA,0,1
IR,IR.A,1,IR.A.1.6,6,2.301415443,33.76601028,N,954.9274255,0.23,2.88,9.69,,0.08941,0,0,0.1644,0,0.543856448,0,0,0.543856448,136.312003,113.5933359,22.71866717,0,0,0,22.71866717,113.5933359,0,2,45.51684968,31.06777736,14.44907232,0,0,0,14.44907232,31.06777736,0,12,10.5,22.5,4,26,30,0,22.5,30,42,52.5,2.4729,1,NA,0,NA,0,NA,0,1
IR,IR.A,1,IR.A.1.7,7,2.34205699,33.99148178,N,381.9709702,0.2,2.16,9.17,,0.0139,0,0,0.1403,0,0.099073414,0,0,0.099073414,210.8739837,203.2520325,7.62195122,0,0,0,7.62195122,203.2520325,0,3,100.9197154,99.27591463,1.643800813,0,0,0,1.643800813,99.27591463,0,14,21.5,35.5,NA,NA,NA,0,35.5,0,14,35.5,NA,1,NA,0,NA,0,NA,0,1
IR,IR.A,1,IR.A.1.8,8,2.086336851,32.87437439,N,413.8018844,0.24,2.7,10.76,,0.022,0,0,0.2,0,0.11,0,0,0.11,103.2217704,100.093838,3.127932437,0,0,0,3.127932437,100.093838,0,2,32.50547388,29.65592743,2.84954645,0,0,0,2.84954645,29.65592743,0,19.5,18.5,38,3.5,26,29.5,0,38,29.5,49,67.5,NA,0,NA,0,NA,0,NA,0,0
IR,IR.A,1,IR.A.1.9,9,2.296844244,34.59518051,N,477.4637128,0.23,2.18,9.98,,0.0384,0,0,0.3128,0,0.122762148,0,0,0.122762148,94.7503201,84.50704225,10.24327785,0,0,0,10.24327785,84.50704225,0,2,31.76952625,27.77976953,3.989756722,0,0,0,3.989756722,27.77976953,0,8.5,5,13.5,5,8.5,13.5,0,13.5,13.5,22,27,NA,0,NA,0,NA,0,NA,0,0
IR,IR.A,1,IR.A.1.10,10,2.565595627,32.63011169,N,668.4491979,0.24,2.02,9.26,,0.0279,0,0,0.2176,0,0.128216912,0,0,0.128216912,193.2726259,189.5558446,3.716781267,0,0,0,3.716781267,189.5558446,0,2,50.38097008,47.23750232,3.143467757,0,0,0,3.143467757,47.23750232,0,3,20,23,4,39,43,0,23,43,46,66,NA,1,NA,0,NA,0,NA,0,1
IR,IR.A,1,IR.A.1.11,11,2.743175507,34.81073761,N,859.434683,0.13,2.2,8.13,,0.0242,0,0,0.2191,0,0.110451848,0,0,0.110451848,282.6552463,280.5139186,2.141327623,0,0,0,2.141327623,280.5139186,0,2,86.5888651,81.66381156,4.925053533,0,0,0,4.925053533,81.66381156,0,29.5,19,48.5,9.5,36.5,46,0,48.5,46,75.5,94.5,0.4488,NA,NA,0,NA,0,NA,0,NA
